scan,zone,x_mm,y_mm,z_mm,deviation_mm
scan_000,GRAT_XXX,-33.239,-14.879,-0.375,1.312
scan_000,GRAT_XXX,-29.281,11.052,-8.907,1.503
scan_000,GRAT_XXX,-25.648,16.108,-6.887,1.204
scan_000,GRAT_XXX,-46.742,-12.767,-16.032,1.629
scan_000,GRAT_XXX,-29.589,-37.120,-2.729,1.436
scan_000,GRAT_XXX,-31.551,-7.613,8.468,1.315
scan_000,GRAT_XXX,-51.225,26.355,-20.609,1.827
scan_000,GRAT_XXX,-62.750,-3.085,-15.707,1.539
scan_000,GRAT_XXX,-59.196,-18.416,-21.116,1.715
scan_000,GRAT_XXX,-41.667,-9.195,-10.807,2.312
scan_000,GRAT_XXX,-42.118,-11.708,-10.420,1.808
scan_000,GRAT_XXX,-40.836,23.149,-13.251,2.178
scan_000,GRAT_XXX,-40.818,23.659,-13.290,2.178
scan_000,GRAT_XXX,-38.291,-18.628,-9.335,1.982
scan_000,GRAT_XXX,-47.172,-12.437,-16.289,1.435
scan_000,GRAT_XXX,-76.502,-3.717,-21.205,1.424
scan_000,GRAT_XXX,-77.347,-9.904,-18.461,1.477
scan_000,GRAT_XXX,-62.707,1.652,-15.816,1.775
scan_000,GRAT_XXX,-24.975,31.857,5.079,1.693
scan_000,GRAT_XXX,-57.259,-8.054,-18.223,1.632
scan_000,GRAT_XXX,-49.028,-29.188,-13.584,2.248
scan_000,GRAT_XXX,-30.945,-9.335,-3.873,1.570
scan_000,GRAT_XXX,-35.211,30.280,-11.363,1.488
scan_000,GRAT_XXX,-56.376,5.307,-18.590,1.285
scan_000,GRAT_XXX,-58.550,-23.349,-19.632,1.311
scan_000,OOO,-33.683,-36.851,-6.868,1.151
scan_000,GRAT_XXX,-52.923,-8.248,-16.166,2.012
scan_000,GRAT_XXX,-31.758,7.510,4.828,1.222
scan_000,GRAT_XXX,-35.690,-20.134,-9.970,2.717
scan_000,GRAT_XXX,-60.785,-18.232,-21.457,2.086
scan_000,GRAT_XXX,-27.093,-27.855,7.790,2.133
scan_000,GRAT_XXX,-32.578,30.922,-7.834,3.350
scan_000,GRAT_XXX,-65.422,15.793,-23.769,1.939
scan_000,GRAT_XXX,-64.894,15.857,-24.040,1.907
scan_000,GRAT_XXX,-64.956,15.548,-23.927,1.828
scan_000,GRAT_XXX,-27.893,-13.533,13.687,3.340
scan_000,GRAT_XXX,-34.307,14.646,-12.844,1.373
scan_000,GRAT_XXX,-74.211,4.496,-23.475,1.814
scan_000,GRAT_XXX,-53.376,-9.415,-17.371,2.871
scan_000,GRAT_XXX,-34.440,32.518,-10.917,1.864
scan_000,GRAT_XXX,-38.909,-17.425,-9.807,2.302
scan_000,GRAT_XXX,-38.741,8.600,-11.786,2.248
scan_000,GRAT_XXX,-28.465,-12.865,1.317,1.476
scan_000,GRAT_XXX,-30.482,37.726,-6.306,1.984
scan_000,GRAT_XXX,-30.586,-16.319,1.404,1.575
scan_000,GRAT_XXX,-61.549,-7.790,-20.151,1.276
scan_000,GRAT_XXX,-55.959,-16.485,-20.454,1.258
scan_000,GRAT_XXX,-75.769,-12.121,-17.381,1.819
scan_000,GRAT_XXX,-71.543,-0.368,-22.154,1.423
scan_000,GRAT_XXX,-34.714,-15.548,-7.785,1.961
scan_000,GRAT_XXX,-35.577,-18.805,2.739,3.237
scan_000,GRAT_XXX,-56.070,-23.255,-18.122,2.610
scan_000,GRAT_XXX,-31.457,-28.517,-4.426,1.230
scan_000,GRAT_XXX,-39.261,-9.379,-8.771,1.326
scan_000,OOO,-44.526,-36.546,-9.168,1.024
scan_000,OOO,-46.004,-36.524,-9.595,1.395
scan_000,GRAT_XXX,-38.033,-24.383,-8.242,1.500
scan_000,GRAT_XXX,-58.205,-8.581,-19.694,2.230
scan_000,OOO,-39.107,-36.629,-7.600,1.530
scan_000,GRAT_XXX,-24.997,34.509,5.262,1.328
scan_000,GRAT_XXX,-32.866,-36.723,-5.795,1.426
scan_000,GRAT_XXX,-76.220,0.974,-22.520,2.243
scan_000,GRAT_XXX,-74.611,2.812,-22.692,1.277
scan_000,GRAT_XXX,-67.504,10.554,-24.615,1.973
scan_000,GRAT_XXX,-55.085,4.462,-17.727,1.808
scan_000,GRAT_XXX,-31.765,26.242,-11.330,1.204
scan_000,GRAT_XXX,-44.753,-25.522,-13.147,3.257
scan_000,GRAT_XXX,-33.862,9.595,-10.075,2.430
scan_000,GRAT_XXX,-40.923,-15.444,-10.362,2.203
scan_000,OOO,-36.735,-35.609,-6.817,0.752
scan_000,GRAT_XXX,-29.330,-24.817,1.655,2.380
scan_000,GRAT_XXX,-34.990,23.748,-11.594,1.417
scan_000,OOO,-37.979,-36.690,-6.507,1.866
scan_000,GRAT_XXX,-37.741,-33.391,-8.234,1.580
scan_000,GRAT_XXX,-60.885,-3.070,-14.046,3.312
scan_000,GRAT_XXX,-37.221,-27.632,-9.288,2.589
scan_000,GRAT_XXX,-46.251,-9.505,-13.352,2.902
scan_000,GRAT_XXX,-36.814,-19.485,-9.453,2.729
scan_000,GRAT_XXX,-55.044,-15.751,-19.331,1.876
scan_000,GRAT_XXX,-52.533,16.456,-19.114,1.399
scan_000,GRAT_XXX,-37.327,-9.488,-7.944,1.310
scan_000,GRAT_XXX,-46.990,-31.453,-11.879,1.725
scan_000,GRAT_XXX,-53.728,24.200,-21.867,1.788
scan_000,GRAT_XXX,-51.749,-34.052,-11.254,1.992
scan_000,GRAT_XXX,-46.308,-15.025,-14.434,2.650
scan_000,GRAT_XXX,-33.815,-32.863,-2.446,1.657
scan_000,GRAT_XXX,-44.625,-19.415,-11.812,2.133
scan_000,GRAT_XXX,-74.593,8.154,-21.766,1.841
scan_000,GRAT_XXX,-34.710,-19.687,-10.741,1.497
scan_000,GRAT_XXX,-60.827,-1.037,-14.472,3.408
scan_000,GRAT_XXX,-29.423,-10.315,1.482,1.448
scan_000,GRAT_XXX,-44.562,-15.452,-12.104,2.435
scan_000,OOO,-41.805,-36.842,-8.863,1.283
scan_000,GRAT_XXX,-27.860,-23.173,2.867,1.315
scan_000,GRAT_XXX,-33.482,-14.403,-2.232,1.524
scan_000,GRAT_XXX,-57.926,-6.413,-15.868,1.204
scan_000,GRAT_XXX,-62.027,-4.352,-14.275,1.835
scan_000,GRAT_XXX,-46.387,17.950,-18.739,1.569
scan_000,GRAT_XXX,-33.789,-14.477,-3.175,1.585
scan_000,GRAT_XXX,-28.395,-15.143,2.667,2.748
scan_000,GRAT_XXX,-30.504,-10.172,12.575,1.503
scan_000,GRAT_XXX,-58.255,-5.172,-14.796,1.307
scan_000,GRAT_XXX,-48.806,-31.496,-12.670,1.922
scan_000,GRAT_XXX,-34.389,30.655,-9.009,3.283
scan_000,GRAT_XXX,-30.668,32.542,-7.406,3.462
scan_000,GRAT_XXX,-35.793,-11.611,-7.397,1.340
scan_000,GRAT_XXX,-38.913,-15.385,-10.131,2.664
scan_000,OOO,-43.361,-36.700,-9.049,0.985
scan_000,GRAT_XXX,-27.909,-12.263,13.794,3.420
scan_000,GRAT_XXX,-51.737,-34.948,-10.736,1.312
scan_000,GRAT_XXX,-39.423,-25.484,-9.205,1.497
scan_000,GRAT_XXX,-50.051,-8.375,-16.250,2.114
scan_000,GRAT_XXX,-49.685,5.193,-16.723,1.675
scan_000,GRAT_XXX,-57.370,-23.556,-18.970,1.554
scan_000,GRAT_XXX,-37.420,-8.191,-7.856,1.396
scan_000,GRAT_XXX,-67.666,4.469,-25.054,1.535
scan_000,GRAT_XXX,-65.746,4.377,-24.565,1.593
scan_000,GRAT_XXX,-41.576,-33.451,-9.368,1.633
scan_000,GRAT_XXX,-44.122,-21.166,-11.711,2.147
scan_000,GRAT_XXX,-29.744,12.086,-9.104,1.950
scan_000,GRAT_XXX,-35.494,-13.864,-8.824,2.757
scan_000,GRAT_XXX,-74.357,11.001,-20.595,1.676
scan_000,GRAT_XXX,-40.838,-16.680,-9.978,1.767
scan_000,GRAT_XXX,-40.828,-13.975,-10.385,2.238
scan_000,GRAT_XXX,-45.646,-12.852,-13.402,3.132
scan_000,GRAT_XXX,-40.236,-19.974,-7.064,1.457
scan_000,GRAT_XXX,-56.511,-20.963,-20.436,1.508
scan_000,GRAT_XXX,-62.972,2.465,-17.376,1.321
scan_000,GRAT_XXX,-37.971,-19.902,-8.141,1.610
scan_000,GRAT_XXX,-65.838,0.472,-23.899,1.259
scan_000,GRAT_XXX,-44.314,-25.569,-11.520,1.980
scan_000,GRAT_XXX,-76.652,-3.053,-21.965,1.750
scan_000,GRAT_XXX,-35.077,9.082,-10.485,2.551
scan_000,GRAT_XXX,-75.415,-10.207,-18.495,1.411
scan_000,GRAT_XXX,-46.235,-15.650,-12.903,2.506
scan_000,GRAT_XXX,-68.470,10.549,-24.299,1.732
scan_000,GRAT_XXX,-36.985,16.194,-15.193,2.241
scan_000,GRAT_XXX,-51.411,27.630,-20.529,1.648
scan_000,OOO,-35.466,-36.768,-7.114,1.231
scan_000,GRAT_XXX,-25.724,-36.148,-1.752,1.382
scan_000,GRAT_XXX,-61.706,-16.899,-22.126,1.576
scan_000,GRAT_XXX,-60.099,7.978,-23.839,1.524
scan_000,GRAT_XXX,-62.189,4.043,-19.528,1.686
scan_000,GRAT_XXX,-29.401,-27.443,-5.943,2.072
scan_000,GRAT_XXX,-56.822,-19.687,-20.757,1.351
scan_000,GRAT_XXX,-48.235,-23.607,-14.690,3.295
scan_000,OOO,-30.770,36.698,-6.788,0.813
scan_000,GRAT_XXX,-27.222,-17.041,5.085,2.758
scan_000,GRAT_XXX,-26.489,32.498,-6.878,2.621
scan_000,GRAT_XXX,-36.856,-15.444,-9.735,2.777
scan_000,GRAT_XXX,-41.147,-25.807,-9.543,1.466
scan_000,GRAT_XXX,-44.489,-11.465,-12.575,2.838
scan_000,GRAT_XXX,-34.493,-18.624,3.361,2.265
scan_000,GRAT_XXX,-26.203,-23.678,5.441,1.748
scan_000,GRAT_XXX,-39.158,-11.405,-8.900,1.362
scan_000,GRAT_XXX,-34.211,8.721,-9.894,2.530
scan_000,GRAT_XXX,-26.638,28.214,-8.284,1.538
scan_000,GRAT_XXX,-35.456,-25.580,-8.180,2.097
scan_000,GRAT_XXX,-35.387,14.161,-14.003,2.141
scan_000,GRAT_XXX,-25.102,-19.344,6.352,1.859
scan_000,GRAT_XXX,-62.917,-15.788,-22.233,1.610
scan_000,GRAT_XXX,-39.778,21.188,-12.725,1.966
scan_000,GRAT_XXX,-34.068,32.504,-8.984,3.460
scan_000,GRAT_XXX,-56.584,-29.263,-14.425,2.138
scan_000,GRAT_XXX,-27.613,21.742,-12.261,2.302
scan_000,GRAT_XXX,-28.928,-12.131,13.259,2.677
scan_000,GRAT_XXX,-45.980,-13.576,-14.723,2.314
scan_000,GRAT_XXX,-48.192,-17.475,-12.967,1.927
scan_000,GRAT_XXX,-27.417,-28.767,6.911,2.865
scan_000,GRAT_XXX,-39.234,-31.553,-9.699,2.092
scan_000,GRAT_XXX,-41.387,9.841,-14.134,1.644
scan_000,GRAT_XXX,-31.805,20.099,-11.168,1.200
scan_000,GRAT_XXX,-28.895,-24.993,2.456,1.545
scan_000,GRAT_XXX,-44.201,-9.465,-13.176,3.189
scan_000,GRAT_XXX,-28.177,-23.021,2.456,1.767
scan_000,GRAT_XXX,-60.469,-8.250,-20.688,1.448
scan_000,GRAT_XXX,-37.160,-12.653,-9.080,2.307
scan_000,GRAT_XXX,-41.223,-17.732,-9.671,1.469
scan_000,GRAT_XXX,-54.780,-29.403,-14.079,2.319
scan_000,GRAT_XXX,-25.282,-22.134,5.356,1.597
scan_000,OOO,-32.549,36.189,-7.290,0.583
scan_000,GRAT_XXX,-25.930,-28.007,8.138,1.655
scan_000,GRAT_XXX,-47.935,-20.742,-13.339,2.275
scan_000,GRAT_XXX,-48.103,-19.364,-13.162,2.066
scan_000,GRAT_XXX,-47.170,-15.574,-14.965,2.761
scan_000,GRAT_XXX,-47.536,-11.559,-15.155,2.718
scan_000,GRAT_XXX,-48.040,-10.664,-14.369,3.176
scan_000,GRAT_XXX,-48.011,-9.687,-14.081,3.000
scan_000,GRAT_XXX,-60.291,-15.732,-22.708,1.279
scan_000,GRAT_XXX,-39.273,-24.375,-8.809,1.447
scan_000,GRAT_XXX,-53.826,-16.879,-17.526,2.770
scan_000,GRAT_XXX,-28.640,-13.876,1.806,2.013
scan_000,GRAT_XXX,-71.340,0.696,-22.109,1.414
scan_000,GRAT_XXX,-42.099,8.206,-14.530,1.534
scan_000,GRAT_XXX,-68.165,-13.159,-21.236,1.523
scan_000,GRAT_XXX,-44.900,-27.513,-11.407,1.592
scan_000,GRAT_XXX,-30.335,19.881,-11.930,1.899
scan_000,GRAT_XXX,-65.670,10.524,-24.477,1.995
scan_000,GRAT_XXX,-32.511,23.806,-10.676,1.297
scan_000,GRAT_XXX,-27.079,30.356,-7.327,2.468
scan_000,GRAT_XXX,-35.424,-15.598,-8.893,2.745
scan_000,GRAT_XXX,-34.949,30.737,-10.366,2.399
scan_000,GRAT_XXX,-60.762,0.984,-14.087,3.586
scan_000,GRAT_XXX,-29.406,-26.574,2.349,1.761
scan_000,GRAT_XXX,-43.818,-18.863,-10.627,1.295
scan_000,GRAT_XXX,-43.326,-27.484,-10.329,1.453
scan_000,GRAT_XXX,-32.275,9.763,-9.473,2.497
scan_000,GRAT_XXX,-71.821,-1.458,-22.315,1.446
scan_000,GRAT_XXX,-46.225,-23.650,-14.202,3.178
scan_000,OOO,-45.595,-35.307,-9.983,1.334
scan_000,GRAT_XXX,-35.364,-17.114,-9.907,2.185
scan_000,GRAT_XXX,-76.005,3.006,-23.057,2.410
scan_000,GRAT_XXX,-32.874,32.075,-7.517,3.294
scan_000,GRAT_XXX,-37.235,-11.416,-8.559,1.916
scan_000,GRAT_XXX,-49.460,-30.737,-13.386,2.175
scan_000,GRAT_XXX,-33.897,-31.347,-4.227,1.281
scan_000,GRAT_XXX,-46.203,-11.359,-13.102,2.686
scan_020,GRAT_XXX,-47.458,-16.083,-17.159,1.273
scan_020,GRAT_XXX,-60.175,-23.769,-18.002,1.507
scan_020,GRAT_XXX,-47.880,-8.300,-19.447,1.345
scan_020,GRAT_XXX,-51.878,25.875,-20.782,1.721
scan_020,OOO,-52.341,-36.542,8.488,1.250
scan_020,GRAT_XXX,-34.304,31.681,-11.591,1.429
scan_020,GRAT_XXX,-43.854,8.519,-15.216,1.365
scan_020,OOO,-47.023,-36.791,-10.168,1.519
scan_020,OOO,-31.194,-35.582,-7.741,0.879
scan_020,GRAT_XXX,-46.631,-30.435,-14.699,1.261
scan_020,GRAT_XXX,-46.904,-28.999,-15.364,1.540
scan_020,GRAT_XXX,-46.640,-28.060,-15.358,1.967
scan_020,GRAT_XXX,-46.860,-26.349,-16.075,1.894
scan_020,GRAT_XXX,-40.447,-32.956,-10.325,2.378
scan_020,GRAT_XXX,-72.081,0.216,-23.453,1.491
scan_020,GRAT_XXX,-40.959,-27.669,-14.045,1.614
scan_020,GRAT_XXX,-41.655,33.676,-15.188,1.736
scan_020,GRAT_XXX,-30.194,-19.752,-9.713,1.392
scan_020,GRAT_XXX,-78.105,-14.175,-13.447,3.018
scan_020,GRAT_XXX,-66.038,-26.573,-0.233,2.578
scan_020,GRAT_XXX,-76.456,-14.149,-14.236,2.415
scan_020,GRAT_XXX,-32.786,-34.413,-9.340,1.547
scan_020,GRAT_XXX,-28.898,-17.915,-8.599,1.937
scan_020,GRAT_XXX,-61.938,3.169,-13.553,1.539
scan_020,GRAT_XXX,-33.679,-18.090,-12.241,1.238
scan_020,GRAT_XXX,-22.102,-24.663,0.429,4.643
scan_020,GRAT_XXX,-49.379,13.306,-19.422,1.211
scan_020,GRAT_XXX,-30.990,-34.510,-8.887,1.391
scan_020,GRAT_XXX,-62.290,-17.315,-22.392,1.567
scan_020,GRAT_XXX,-64.737,-22.735,-14.397,1.498
scan_020,GRAT_XXX,-69.276,-24.675,-3.608,1.320
scan_020,GRAT_XXX,-64.367,-23.047,-14.439,1.516
scan_020,GRAT_XXX,-67.310,-24.986,-3.730,1.459
scan_020,GRAT_XXX,-77.151,16.275,-11.912,2.908
scan_020,GRAT_XXX,-65.483,-3.276,-24.340,1.357
scan_020,GRAT_XXX,-65.017,-3.882,-22.105,1.351
scan_020,GRAT_XXX,-37.763,33.812,-15.186,2.008
scan_020,GRAT_XXX,-29.389,-30.866,-8.119,2.547
scan_020,GRAT_XXX,-43.166,-33.886,-9.294,1.404
scan_020,GRAT_XXX,-46.626,12.490,8.308,2.163
scan_020,GRAT_XXX,-26.782,10.040,-9.506,1.384
scan_020,GRAT_XXX,-48.342,27.881,-19.752,1.576
scan_020,GRAT_XXX,-25.311,13.012,1.783,1.703
scan_020,OOO,-48.134,-35.210,7.196,1.653
scan_020,GRAT_XXX,-43.075,-32.453,-10.694,2.536
scan_020,GRAT_XXX,-47.905,-34.360,6.056,2.538
scan_020,GRAT_XXX,-56.767,-21.034,-20.301,1.586
scan_020,GRAT_XXX,-29.252,22.132,-11.102,1.244
scan_020,OOO,-27.423,-35.514,-6.928,0.793
scan_020,GRAT_XXX,-25.636,25.500,4.954,1.200
scan_020,GRAT_XXX,-39.362,-34.602,-10.604,1.286
scan_020,GRAT_XXX,-42.763,-31.113,-11.857,3.119
scan_020,GRAT_XXX,-42.816,-29.511,-13.390,2.707
scan_020,GRAT_XXX,-30.619,-8.429,-9.242,1.500
scan_020,OOO,-34.887,-35.245,-10.284,0.894
scan_020,GRAT_XXX,-71.834,-4.062,-22.699,1.354
scan_020,GRAT_XXX,-47.605,7.886,-16.278,1.346
scan_020,GRAT_XXX,-62.372,-2.000,-17.079,2.101
scan_020,GRAT_XXX,-25.713,-27.874,-6.979,2.274
scan_020,GRAT_XXX,-49.801,12.031,-19.436,1.511
scan_020,GRAT_XXX,-36.259,-9.818,-14.470,1.330
scan_020,GRAT_XXX,-43.143,10.463,6.791,2.326
scan_020,GRAT_XXX,-22.551,-23.261,-4.475,1.411
scan_020,GRAT_XXX,-48.406,23.214,-17.285,1.212
scan_020,GRAT_XXX,-27.585,-28.970,-8.186,1.725
scan_020,GRAT_XXX,-66.366,-17.085,-20.011,1.221
scan_020,GRAT_XXX,-25.852,-26.032,-7.825,1.777
scan_020,GRAT_XXX,-43.813,-9.200,-17.639,1.383
scan_020,GRAT_XXX,-63.446,4.609,-2.041,1.543
scan_020,OOO,-51.665,-35.017,7.281,1.518
scan_020,GRAT_XXX,-26.745,15.251,-11.474,1.733
scan_020,GRAT_XXX,-37.078,-33.016,-11.180,2.547
scan_020,OOO,-29.239,-35.606,-7.282,0.470
scan_020,GRAT_XXX,-32.764,7.749,-8.327,1.518
scan_020,GRAT_XXX,-26.717,11.180,-10.491,1.371
scan_020,GRAT_XXX,-27.716,-32.200,-8.076,1.975
scan_020,GRAT_XXX,-22.042,-25.644,1.867,3.753
scan_020,GRAT_XXX,-37.175,-35.119,5.404,1.663
scan_020,GRAT_XXX,-43.726,-10.182,-17.434,1.457
scan_020,GRAT_XXX,-35.173,-22.796,-14.236,1.279
scan_020,GRAT_XXX,-34.126,-34.526,3.578,2.020
scan_020,GRAT_XXX,-45.666,8.253,-15.664,1.547
scan_020,GRAT_XXX,-43.565,9.647,7.691,1.610
scan_020,GRAT_XXX,-41.743,9.089,7.328,1.220
scan_020,GRAT_XXX,-26.684,10.171,-9.000,1.455
scan_020,GRAT_XXX,-49.924,-26.289,-17.235,1.476
scan_020,GRAT_XXX,-46.344,17.939,-16.671,1.508
scan_020,GRAT_XXX,-45.915,9.544,-16.203,1.343
scan_020,GRAT_XXX,-29.209,-37.283,5.589,1.460
scan_020,GRAT_XXX,-35.455,-19.281,-14.023,1.718
scan_020,GRAT_XXX,-54.438,8.272,1.499,1.219
scan_020,GRAT_XXX,-72.087,-15.988,-14.914,1.406
scan_020,GRAT_XXX,-64.748,-13.416,-23.849,1.568
scan_020,GRAT_XXX,-27.490,-14.504,-8.753,1.248
scan_020,GRAT_XXX,-50.118,13.106,8.248,1.318
scan_020,OOO,-50.247,-36.546,8.377,1.415
scan_020,GRAT_XXX,-24.887,14.204,1.963,1.478
scan_020,GRAT_XXX,-44.880,-30.182,-14.287,1.650
scan_020,GRAT_XXX,-32.752,-16.607,-9.972,1.471
scan_020,GRAT_XXX,-38.043,14.250,-14.234,1.206
scan_020,GRAT_XXX,-44.802,-26.399,-16.128,1.224
scan_020,GRAT_XXX,-73.770,0.007,-23.696,1.544
scan_020,GRAT_XXX,-29.171,-34.085,-8.595,1.785
scan_020,GRAT_XXX,-39.728,29.945,-13.930,1.299
scan_020,GRAT_XXX,-55.277,7.356,4.117,1.399
scan_020,GRAT_XXX,-45.979,-7.930,-18.470,1.545
scan_020,GRAT_XXX,-32.625,-13.919,-9.972,1.718
scan_020,GRAT_XXX,-44.948,-28.243,-14.942,2.126
scan_020,GRAT_XXX,-71.997,-1.454,-22.894,1.255
scan_020,GRAT_XXX,-27.042,-28.027,-8.052,1.976
scan_020,GRAT_XXX,-33.989,-20.905,-14.025,1.681
scan_020,OOO,-44.685,-35.357,-8.672,0.518
scan_020,GRAT_XXX,-26.345,31.824,-8.763,1.253
scan_020,GRAT_XXX,-54.225,26.312,-22.293,2.087
scan_020,GRAT_XXX,-32.180,13.112,-12.651,1.444
scan_020,GRAT_XXX,-29.392,-32.371,-8.555,2.242
scan_020,GRAT_XXX,-49.963,27.079,-20.368,1.724
scan_020,GRAT_XXX,-45.896,-13.182,-16.091,1.276
scan_020,GRAT_XXX,-41.049,-29.201,-12.756,2.672
scan_020,OOO,-32.444,-35.911,-8.128,1.056
scan_020,GRAT_XXX,-36.372,6.998,-10.088,1.381
scan_020,GRAT_XXX,-31.812,-16.897,-8.195,2.936
scan_020,GRAT_XXX,-50.503,-32.777,-12.568,1.590
scan_020,GRAT_XXX,-33.826,-8.343,-13.575,1.335
scan_020,GRAT_XXX,-52.031,7.120,9.611,1.860
scan_020,GRAT_XXX,-26.731,11.322,-0.375,1.342
scan_020,GRAT_XXX,-28.959,17.957,-11.956,1.643
scan_020,GRAT_XXX,-39.042,-29.069,-12.503,2.083
scan_020,GRAT_XXX,-47.249,28.186,-19.166,1.353
scan_020,GRAT_XXX,-46.975,-34.133,5.160,3.072
scan_020,OOO,-46.757,-35.675,7.113,1.510
scan_020,GRAT_XXX,-45.744,-34.560,5.217,3.225
scan_020,GRAT_XXX,-41.366,-32.239,-10.373,2.567
scan_020,GRAT_XXX,-21.477,-29.740,2.770,2.978
scan_020,GRAT_XXX,-41.938,-20.144,-16.526,1.369
scan_020,GRAT_XXX,-52.990,12.835,5.763,1.927
scan_020,GRAT_XXX,-49.771,-8.444,-19.940,1.475
scan_020,GRAT_XXX,-63.201,-2.217,-18.931,1.671
scan_020,GRAT_XXX,-62.578,-5.072,-20.030,1.567
scan_020,GRAT_XXX,-60.187,-22.674,-18.946,1.344
scan_020,ANGUSS_A,-65.704,-25.946,-1.526,1.826
scan_020,GRAT_XXX,-63.916,-16.955,-20.651,1.544
scan_020,GRAT_XXX,-60.216,-21.085,-20.205,1.881
scan_020,GRAT_XXX,-62.745,8.438,-22.839,1.228
scan_020,GRAT_XXX,-63.445,5.396,-22.231,1.571
scan_020,GRAT_XXX,-75.767,-7.252,-20.833,1.666
scan_020,GRAT_XXX,-36.957,-31.260,-11.811,1.939
scan_020,GRAT_XXX,-22.582,-31.920,4.444,1.473
scan_020,GRAT_XXX,-23.460,-26.613,1.014,3.441
scan_020,GRAT_XXX,-56.078,24.412,-22.328,1.515
scan_020,GRAT_XXX,-60.037,3.456,-12.895,1.672
scan_020,GRAT_XXX,-23.034,-25.240,-0.582,3.903
scan_020,GRAT_XXX,-39.772,9.473,-13.617,1.439
scan_020,OOO,-43.903,-35.690,6.881,1.834
scan_020,GRAT_XXX,-21.824,-34.534,4.337,2.056
scan_020,GRAT_XXX,-62.029,19.566,-23.222,1.341
scan_020,GRAT_XXX,-26.884,21.931,-8.178,1.667
scan_020,GRAT_XXX,-35.652,-35.572,4.722,1.683
scan_020,GRAT_XXX,-23.213,-35.255,3.934,1.256
scan_020,GRAT_XXX,-31.156,-32.271,-9.520,2.012
scan_020,GRAT_XXX,-24.648,-27.513,-5.967,1.434
scan_020,GRAT_XXX,-30.980,-16.535,-7.462,3.260
scan_020,GRAT_XXX,-22.535,-21.730,-5.875,1.590
scan_020,GRAT_XXX,-24.677,25.650,5.751,1.414
scan_020,GRAT_XXX,-21.817,-28.316,2.271,3.170
scan_020,GRAT_XXX,-25.240,11.640,2.273,2.068
scan_020,GRAT_XXX,-47.682,10.442,-16.973,1.237
scan_020,GRAT_XXX,-47.893,12.873,8.522,2.240
scan_020,GRAT_XXX,-34.437,-29.922,-10.818,1.969
scan_020,GRAT_XXX,-30.642,7.801,-7.887,1.409
scan_020,GRAT_XXX,-30.124,30.307,-10.267,1.346
scan_020,GRAT_XXX,-30.488,12.088,-12.062,1.226
scan_020,GRAT_XXX,-22.595,-19.575,-8.977,1.540
scan_020,GRAT_XXX,-27.443,-30.820,-7.748,2.083
scan_020,GRAT_XXX,-46.581,28.611,-18.720,1.776
scan_020,GRAT_XXX,-25.965,-21.895,-9.307,1.253
scan_020,GRAT_XXX,-74.990,-20.966,-1.990,1.218
scan_020,GRAT_XXX,-25.962,11.155,1.484,1.857
scan_020,GRAT_XXX,-25.801,9.936,2.189,2.284
scan_020,GRAT_XXX,-31.121,-12.511,-8.210,3.253
scan_020,GRAT_XXX,-25.927,12.183,-9.990,1.494
scan_020,GRAT_XXX,-25.304,10.242,2.394,2.490
scan_020,GRAT_XXX,-29.509,-29.161,-8.802,1.893
scan_020,GRAT_XXX,-26.765,10.320,0.722,1.353
scan_020,GRAT_XXX,-75.249,-4.085,-22.841,1.643
scan_020,GRAT_XXX,-78.344,-15.366,-11.710,1.642
scan_020,GRAT_XXX,-68.450,10.244,-22.998,1.262
scan_020,GRAT_XXX,-66.020,-5.738,-24.024,1.340
scan_020,GRAT_XXX,-67.311,-6.074,-24.448,1.211
scan_020,GRAT_XXX,-65.229,-11.774,-24.120,2.171
scan_020,GRAT_XXX,-66.250,-6.129,-22.981,1.488
scan_020,GRAT_XXX,-35.057,-31.127,-11.333,1.652
scan_020,GRAT_XXX,-34.366,10.443,-12.137,1.289
scan_020,GRAT_XXX,-43.609,-31.249,-12.593,2.488
scan_020,GRAT_XXX,-26.367,8.928,1.888,2.384
scan_020,GRAT_XXX,-33.490,-25.621,-11.261,1.207
scan_020,GRAT_XXX,-27.700,10.280,-2.140,1.219
scan_020,GRAT_XXX,-38.449,-31.310,-11.497,2.718
scan_020,GRAT_XXX,-29.886,-8.487,-8.113,1.416
scan_020,GRAT_XXX,-76.030,-5.538,-21.643,1.949
scan_020,GRAT_XXX,-43.902,-32.933,-11.130,2.804
scan_020,GRAT_XXX,-43.646,-30.045,-13.590,2.454
scan_020,GRAT_XXX,-46.061,19.402,-16.536,1.343
scan_020,GRAT_XXX,-46.151,27.958,-18.232,1.263
scan_020,OOO,-46.057,-36.509,8.169,1.582
scan_020,GRAT_XXX,-63.285,3.317,-1.499,2.536
scan_020,GRAT_XXX,-54.102,-8.544,-22.238,1.444
scan_020,GRAT_XXX,-52.871,-23.564,-18.879,1.475
scan_020,GRAT_XXX,-52.640,-25.425,-18.356,1.349
scan_020,GRAT_XXX,-48.505,-13.835,-17.897,1.375
scan_020,GRAT_XXX,-53.855,-34.926,8.134,1.206
scan_020,OOO,-39.748,-35.554,7.656,1.017
scan_020,GRAT_XXX,-40.055,-10.289,-15.548,1.305
scan_020,GRAT_XXX,-30.852,17.394,-12.460,1.753
scan_020,GRAT_XXX,-26.461,-34.777,3.330,1.281
scan_020,GRAT_XXX,-36.751,-29.608,-12.466,1.445
